"Link","Name","Pos","Year","College","RAS","ALLTIME"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31256&ovl=Houston+Christian"">Link</a>","Jer'Marques Bailey","OT","2026","Houston Christian","2.03","2.03"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31391&ovl=North+Dakota"">Link</a>","Zach Lewis","CB","2026","North Dakota","2.02","2.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31407&ovl=Eastern+Illinois"">Link</a>","Cooper Willman","WR","2026","Eastern Illinois","2.02","2.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31110&ovl=Western+Michigan"">Link</a>","Blake Bosma","TE","2026","Western Michigan","2.02","2.02"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31269&ovl=Incarnate+Word"">Link</a>","Tylan Foster","LB","2026","Incarnate Word","2.01","2.01"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31425&ovl=San+Jose+State"">Link</a>","Jalen Bainer","CB","2026","San Jose State","2.01","2.01"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31578&ovl=Valdosta+State"">Link</a>","Council Allen","WR","2026","Valdosta State","2.01","2.01"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30643&ovl=Kansas+State"">Link</a>","Justice James","CB","2026","Kansas State","2.01","2.01"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30613&ovl=Colorado+State"">Link</a>","Lemondre Joe","CB","2026","Colorado State","2.00","2.00"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31579&ovl=Western+Kentucky"">Link</a>","Avarion Cole","SS","2026","Western Kentucky","2.00","2.00"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30526&ovl=Pittsburg+State"">Link</a>","Reginald King Jr.","SS","2026","Pittsburg State","2.00","2.00"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30816&ovl=UCLA"">Link</a>","Devin Aupiu","DE","2026","UCLA","2.00","2.00"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30426&ovl=Illinois"">Link</a>","Leon Lowery","DE","2026","Illinois","1.99","1.99"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30249&ovl=Missouri"">Link</a>","Connor Tollison","OC","2026","Missouri","1.99","1.99"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31594&ovl=Youngstown+State"">Link</a>","Collin Vaughn","DT","2026","Youngstown State","1.98","1.98"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31437&ovl=Southern+Illinois"">Link</a>","JP Parker","WR","2026","Southern Illinois","1.97","1.97"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30846&ovl=Delaware"">Link</a>","Mysonne Pollard","SS","2026","Delaware","1.96","1.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31101&ovl=Western+Michigan"">Link</a>","Race Stewart","DT","2026","Western Michigan","1.96","1.96"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31408&ovl=Indianapolis"">Link</a>","Jalyn Givan","CB","2026","Indianapolis","1.95","1.95"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30960&ovl=Northern+Illinois"">Link</a>","Muhammed Jammeh","SS","2026","Northern Illinois","1.95","1.95"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31429&ovl=San+Jose+State"">Link</a>","Sione Nomani","OG","2026","San Jose State","1.94","1.94"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31493&ovl=Temple"">Link</a>","Jamere Jones","SS","2026","Temple","1.94","1.94"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31197&ovl=Cal-Davis"">Link</a>","Jayden Stanely","CB","2026","Cal-Davis","1.93","1.93"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30985&ovl=British+Columbia"">Link</a>","Jaden Phillips","WR","2026","British Columbia","1.92","1.92"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31152&ovl=Mississippi"">Link</a>","Percy Lewis","OT","2026","Mississippi","1.92","1.92"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30875&ovl=McGill"">Link</a>","Ilan Barbaras","LB","2026","McGill","1.92","1.92"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30219&ovl=Syracuse"">Link</a>","Duce Chestnut","FS","2026","Syracuse","1.91","1.91"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31190&ovl=Cal-Davis"">Link</a>","Khalani Riddick","CB","2026","Cal-Davis","1.91","1.91"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31002&ovl=Olivet+Nazarene"">Link</a>","Mike White","DE","2026","Olivet Nazarene","1.90","1.90"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30674&ovl=Troy"">Link</a>","Elijah Davis","DE","2026","Troy","1.90","1.90"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31467&ovl=Stephen+F.+Austin"">Link</a>","Devion Hargrove","CB","2026","Stephen F. Austin","1.89","1.89"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31586&ovl=Gardner-Webb"">Link</a>","El Fofanah","TE","2026","Gardner-Webb","1.89","1.89"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30748&ovl=Rutgers"">Link</a>","Timmy Ward","SS","2026","Rutgers","1.89","1.89"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31017&ovl=South+Carolina+State"">Link</a>","Johnny Jones","WR","2026","South Carolina State","1.89","1.89"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31502&ovl=Texas+AM+Commerce"">Link</a>","Micah Owens","DT","2026","Texas A&M Commerce","1.88","1.88"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31374&ovl=Monmouth"">Link</a>","Jack Neri","TE","2026","Monmouth","1.87","1.87"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30230&ovl=Michigan"">Link</a>","Giovanni El-Hadi","OG","2026","Michigan","1.87","1.87"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30421&ovl=Syracuse"">Link</a>","Chris Thomas","DT","2026","Syracuse","1.86","1.86"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31492&ovl=Pennsylvania"">Link</a>","Julien Stokes","WR","2026","Pennsylvania","1.86","1.86"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30896&ovl=Waterloo"">Link</a>","Nick Gidaro","OG","2026","Waterloo","1.86","1.86"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30377&ovl=Memphis"">Link</a>","William Whitlow Jr.","DE","2026","Memphis","1.84","1.84"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30854&ovl=Illinois"">Link</a>","Torrie Cox Jr.","CB","2026","Illinois","1.83","1.83"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31287&ovl=Kansas"">Link</a>","Deshawn Hanika","TE","2026","Kansas","1.82","1.82"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30746&ovl=Rutgers"">Link</a>","Colin Weber","TE","2026","Rutgers","1.81","1.81"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30393&ovl=Kentucky"">Link</a>","JQ Hardaway","CB","2026","Kentucky","1.80","1.80"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30679&ovl=Western+Kentucky"">Link</a>","Kelby Williams","WR","2026","Western Kentucky","1.80","1.80"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31242&ovl=Hawaii"">Link</a>","Jaheim Wilson-Jones","CB","2026","Hawaii","1.80","1.80"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31379&ovl=Norfolk+State"">Link</a>","Daylan Long","LB","2026","Norfolk State","1.79","1.79"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31330&ovl=Michigan+State"">Link</a>","Jalen Satchell","DT","2026","Michigan State","1.79","1.79"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30724&ovl=Kansas"">Link</a>","Justice Finkley","DE","2026","Kansas","1.78","1.78"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31436&ovl=San+Jose+State"">Link</a>","David Tuihalangingie","LB","2026","San Jose State","1.78","1.78"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31499&ovl=Texas+AM+Commerce"">Link</a>","Tyler Daniels","WR","2026","Texas A&M Commerce","1.78","1.78"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31167&ovl=Akron"">Link</a>","De'Javion Stepney","FS","2026","Akron","1.78","1.78"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31344&ovl=Minnesota+Duluth"">Link</a>","Dashaun Ames","WR","2026","Minnesota Duluth","1.77","1.77"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31504&ovl=Troy"">Link</a>","Trae Swartz","TE","2026","Troy","1.77","1.77"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31569&ovl=Fort+Valley+State"">Link</a>","Alexander Wilson","RB","2026","Fort Valley State","1.77","1.77"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30739&ovl=Marshall"">Link</a>","Tony Mathis Jr.","RB","2026","Marshall","1.77","1.77"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31582&ovl=Western+Kentucky"">Link</a>","Mackavelli Malotumau","DT","2026","Western Kentucky","1.76","1.76"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31095&ovl=Western+Michigan"">Link</a>","Ryan Warbuck","CB","2026","Western Michigan","1.75","1.75"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31147&ovl=Mississippi"">Link</a>","Trace Bruckler","TE","2026","Mississippi","1.75","1.75"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30781&ovl=Oklahoma+State"">Link</a>","Bob Schick","OG","2026","Oklahoma State","1.75","1.75"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30995&ovl=Davenport"">Link</a>","Zach Slapnicker","OG","2026","Davenport","1.74","1.74"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31326&ovl=Michigan"">Link</a>","Ernest Hausmann","LB","2026","Michigan","1.74","1.74"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30905&ovl=Waterloo"">Link</a>","Mason Henry","CB","2026","Waterloo","1.74","1.74"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31535&ovl=UTSA"">Link</a>","JT Clark","WR","2026","UTSA","1.73","1.73"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31232&ovl=Hawaii"">Link</a>","Giovanni Iovino","LB","2026","Hawaii","1.73","1.73"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30840&ovl=Delaware"">Link</a>","Kyle Duplessis","WR","2026","Delaware","1.72","1.72"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30522&ovl=Pittsburg+State"">Link</a>","Jaelon Travis","WR","2026","Pittsburg State","1.71","1.71"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30272&ovl=Purdue"">Link</a>","Devin Mockobee","RB","2026","Purdue","1.70","1.70"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30655&ovl=San+Diego+State"">Link</a>","Ross Maseuli","OC","2026","San Diego State","1.68","1.68"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31238&ovl=Hawaii"">Link</a>","Landon Sims","RB","2026","Hawaii","1.68","1.68"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31564&ovl=West+Georgia"">Link</a>","Jalen Burton","CB","2026","West Georgia","1.66","1.66"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30773&ovl=Southern+California"">Link</a>","J'Onre Reed","OC","2026","Southern California","1.66","1.66"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31134&ovl=Central+Michigan"">Link</a>","Joe Labas","QB","2026","Central Michigan","1.66","1.66"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31430&ovl=San+Jose+State"">Link</a>","Jordan Pollard","LB","2026","San Jose State","1.65","1.65"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31279&ovl=Jacksonville+State"">Link</a>","Perason Baldwin","TE","2026","Jacksonville State","1.65","1.65"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30876&ovl=Toronto"">Link</a>","Scott Barnett","QB","2026","Toronto","1.65","1.65"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30651&ovl=San+Diego+State"">Link</a>","Mister Williams","LB","2026","San Diego State","1.64","1.64"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30874&ovl=McGill"">Link</a>","Jeffrey Amisial-Chatelier","RB","2026","McGill","1.63","1.63"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30837&ovl=Tulsa"">Link</a>","Simon Wilson","OG","2026","Tulsa","1.63","1.63"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30561&ovl=Navy"">Link</a>","Andrew Duhart","SS","2026","Navy","1.63","1.63"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30920&ovl=Bishops"">Link</a>","Alex Macdonald","CB","2026","Bishops","1.62","1.62"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30303&ovl=Oklahoma"">Link</a>","Derek Simmons","OT","2026","Oklahoma","1.62","1.62"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31376&ovl=Norfolk+State"">Link</a>","Vincent Byrd","OG","2026","Norfolk State","1.61","1.61"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30981&ovl=British+Columbia"">Link</a>","Derek Engel","QB","2026","British Columbia","1.60","1.60"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31528&ovl=UTSA"">Link</a>","Dan Dishman","TE","2026","UTSA","1.60","1.60"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31039&ovl=Coastal+Carolina"">Link</a>","Dontae Lunan","LB","2026","Coastal Carolina","1.60","1.60"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=31233&ovl=Hawaii"">Link</a>","Jackie Johnson","DE","2026","Hawaii","1.60","1.60"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30524&ovl=Pittsburg+State"">Link</a>","James Smith","DT","2026","Pittsburg State","1.59","1.59"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30829&ovl=UCLA"">Link</a>","Reuben Unije","OT","2026","UCLA","1.59","1.59"
"<a   class=""nt_btn "" style=""color: rgba(0, 0, 0, 1);background-color: rgba(255, 255, 255, 1);border-color: rgba(0, 0, 0, 1);"" rel="""" href=""https://ras.football/ras-information/?PlayerID=30603&ovl=Washburn"">Link</a>","Ky Thomas","RB","2026","Washburn","1.58","1.58"
